HostID,HostName,ID,Neighbourhood,Latitude,Longitude,PropertyType,RoomType,Accommodates,BedType,Price,GuestsIncluded,ExtraPeople,MinimumNights,ResponseTime,ResponseRate,NumberofReviews,ReviewRating,ReviewAccuracy,ReviewCleanliness,ReviewCheckin,ReviewCommunication,ReviewLocation,ReviewValue,Bathrooms,Bedrooms,Beds,HostSince,PropertyAge,PriceperPerson,BedsperPerson,BedroomsperPerson,BathroomsperPerson,NumberofRooms,RoomsperPerson,PolyMinPrice,PolyMaxPrice,PolyMeanPrice,DistancetoDam(km)
2864940,Lulu,4374335,Westerpark,52.39143022,4.877832773,Apartment,Entire home/apt,2,Real Bed,110,2,15,2,within a few hours,0.79,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.5,1.0,1.0,2012-07-08,3973,55.0,0.5,0.5,0.75,2.5,1.25,6847.0,8216.0,7531.5,2.2621605715180615
2865695,Niels,1215355,Centrum-West,52.37367825,4.877987181,Apartment,Entire home/apt,3,Real Bed,85,1,20,3,within a day,1.0,16,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0,2.0,2012-07-08,3973,28.333333333333332,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,8216.0,10270.0,9243.0,0.970102407521414
2865717,Hillie,581996,Centrum-West,52.38042216,4.884264256,House,Private room,2,Real Bed,80,1,20,2,within a few hours,1.0,75,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,2012-07-08,3973,40.0,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,0.9777052770957992
2865851,Oliver,582028,Slotervaart,52.35933331,4.841513725,Apartment,Private room,2,Real Bed,75,2,29,4,within a few hours,0.86,4,95.0,10.0,10.0,9.0,10.0,9.0,9.0,1.0,1.0,1.0,2012-07-08,3973,37.5,0.5,0.5,0.5,2.0,1.0,4793.0,5477.0,5135.0,3.7771406001562573
2867041,Marco,664904,Centrum-Oost,52.36152658,4.894938918,Apartment,Entire home/apt,2,Real Bed,120,2,55,4,within a day,1.0,32,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0,1.0,2012-07-08,3973,60.0,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,1.3012672548472743
2869595,Alletta,582666,Slotervaart,52.35641265,4.848636341,Apartment,Entire home/apt,2,Real Bed,85,1,0,1,within a few hours,0.8,13,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0,1.0,2012-07-08,3973,42.5,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,3.5005657048128027
2871930,Paulien,2987644,Centrum-Oost,52.36866936,4.912223579,Apartment,Entire home/apt,2,Real Bed,100,1,0,3,within an hour,1.0,10,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,2012-07-08,3973,50.0,0.5,0.5,0.5,2.0,1.0,6847.0,8216.0,7531.5,1.4501647021407909
2887458,Larissa,3724325,Centrum-West,52.37680917,4.879358342,Apartment,Entire home/apt,4,Real Bed,275,1,0,1,within a day,0.5,2,90.0,9.0,9.0,10.0,10.0,10.0,8.0,1.0,2.0,2.0,2012-07-10,3971,68.75,0.5,0.5,0.25,3.0,0.75,8216.0,10270.0,9243.0,0.9670534212227911
2888051,Lokke,4757058,De Baarsjes - Oud-West,52.37108612,4.851015293,Apartment,Entire home/apt,2,Real Bed,50,1,0,2,within a few hours,0.9,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,2012-07-10,3971,25.0,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,2.8139099993118393
2888590,Sander,3155756,Oud-Oost,52.34986736,4.9155501,Apartment,Entire home/apt,2,Real Bed,175,1,0,4,within a few hours,1.0,7,97.0,10.0,9.0,10.0,10.0,10.0,8.0,1.0,1.0,1.0,2012-07-10,3971,87.5,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,3.0353779931505707
2890097,Hugo,1387051,De Pijp - Rivierenbuurt,52.35680301,4.88894093,Apartment,Entire home/apt,6,Real Bed,280,4,30,3,within a few hours,0.96,21,91.0,9.0,8.0,10.0,10.0,10.0,9.0,1.5,2.0,4.0,2012-07-10,3971,46.666666666666664,0.6666666666666666,0.3333333333333333,0.25,3.5,0.5833333333333334,8216.0,10270.0,9243.0,1.8269740218270771
2890904,Esther,966348,Noord-Oost,52.39735707,4.941492898,Apartment,Entire home/apt,4,Futon,100,1,0,2,within a few hours,0.67,2,100.0,10.0,10.0,9.0,10.0,8.0,10.0,1.0,1.0,2.0,2012-07-10,3971,25.0,0.5,0.25,0.25,2.0,0.5,4793.0,5477.0,5135.0,4.3069431066313255
2894009,Family De Vries,1182550,De Baarsjes - Oud-West,52.36514811,4.865325406,Apartment,Entire home/apt,4,Real Bed,220,2,15,2,within a few hours,0.95,22,95.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,3.0,5.0,2012-07-10,3971,55.0,1.25,0.75,0.25,4.0,1.0,8216.0,10270.0,9243.0,2.0331210727050597
2894145,Gyula,1635683,Centrum-Oost,52.36028604,4.89421413,Apartment,Entire home/apt,3,Real Bed,125,2,50,2,within an hour,1.0,23,97.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0,1.0,2012-07-10,3971,41.666666666666664,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,8216.0,10270.0,9243.0,1.4324495598619436
2895345,Birgitta,4329532,De Pijp - Rivierenbuurt,52.34232196,4.901480403,Apartment,Entire home/apt,2,Real Bed,117,1,0,7,within a few hours,0.9,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,2012-07-10,3971,58.5,0.5,0.5,0.5,2.0,1.0,6847.0,8216.0,7531.5,3.4826736816231274
2901110,Fanneke,588116,Oud-Oost,52.35045235,4.916140149,Apartment,Entire home/apt,2,Real Bed,80,2,10,2,within a day,0.7,9,93.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,1.0,1.0,2012-07-11,3970,40.0,0.5,0.5,0.5,2.0,1.0,6847.0,8216.0,7531.5,3.0017752423744946
2905004,Karin,2317746,De Baarsjes - Oud-West,52.36443465,4.863127199,Apartment,Entire home/apt,2,Real Bed,112,1,25,1,within an hour,0.96,26,97.0,10.0,10.0,10.0,9.0,9.0,9.0,1.0,1.0,1.0,2012-07-11,3970,56.0,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,2.202496223434865
2906532,Roosien,589237,Zuid,52.35288737,4.852125675,Apartment,Entire home/apt,4,Real Bed,75,2,15,2,within a day,1.0,7,97.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,2.0,2.0,2012-07-11,3970,18.75,0.5,0.5,0.25,3.0,0.75,6847.0,8216.0,7531.5,3.537096794620613
2908485,Luis,1636010,Zuid,52.34664744,4.868814615,Apartment,Entire home/apt,2,Real Bed,120,1,0,4,within an hour,1.0,3,93.0,9.0,9.0,9.0,10.0,9.0,9.0,1.5,1.0,2.0,2012-07-11,3970,60.0,1.0,0.5,0.75,2.5,1.25,8216.0,10270.0,9243.0,3.346975636296046
2911119,Liesbeth,595898,Noord-Oost,52.37877162,4.971136445,Boat,Entire home/apt,3,Real Bed,90,2,20,2,within an hour,1.0,9,96.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,1.0,1.0,2012-07-12,3969,30.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,5477.0,6162.0,5819.5,5.412588206017493
2913467,Ido,590386,Watergraafsmeer,52.35638939,4.931490039,Apartment,Entire home/apt,5,Real Bed,250,1,0,1,within a day,0.89,4,93.0,9.0,10.0,10.0,10.0,10.0,10.0,1.5,4.0,4.0,2012-07-12,3969,50.0,0.8,0.8,0.3,5.5,1.1,6847.0,8216.0,7531.5,3.258923899815288
2918329,Ruud,591352,Westerpark,52.38302553,4.872434273,Apartment,Entire home/apt,2,Real Bed,80,1,0,2,within a day,0.5,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,2012-07-12,3969,40.0,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,1.7411376000530379
2923773,Jacques-Yves,593483,De Baarsjes - Oud-West,52.36616061,4.866467627,Apartment,Entire home/apt,4,Real Bed,105,3,20,1,within a few hours,1.0,84,90.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,2012-07-13,3968,26.25,0.5,0.25,0.25,2.0,0.5,8216.0,10270.0,9243.0,1.9152176498942388
2929082,Ginger,593223,Watergraafsmeer,52.35393292,4.943560661,Apartment,Entire home/apt,2,Real Bed,85,2,10,1,within a day,0.7,12,76.0,8.0,8.0,9.0,9.0,8.0,7.0,1.0,2.0,1.0,2012-07-13,3968,42.5,0.5,1.0,0.5,3.0,1.5,6847.0,8216.0,7531.5,4.0975339253075065
2932103,Carl & Ronnie,1638558,Centrum-Oost,52.3628025,4.892885517,Apartment,Private room,2,Real Bed,65,1,15,2,within an hour,1.0,63,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.5,1.0,1.0,2012-07-14,3967,32.5,0.5,0.5,0.75,2.5,1.25,8216.0,10270.0,9243.0,1.146798416957919
2932713,Eveline,1917170,De Baarsjes - Oud-West,52.36888411,4.862121145,Apartment,Entire home/apt,2,Real Bed,90,1,0,1,within a day,0.91,8,97.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,1.0,2.0,2012-07-14,3967,45.0,1.0,0.5,0.5,2.0,1.0,6847.0,8216.0,7531.5,2.101661890643021
2939531,Laura,4486758,De Pijp - Rivierenbuurt,52.34275742,4.908910126,Apartment,Entire home/apt,4,Real Bed,65,1,0,5,within a day,0.55,2,90.0,9.0,10.0,10.0,10.0,8.0,8.0,1.0,2.0,2.0,2012-07-15,3966,16.25,0.5,0.5,0.25,3.0,0.75,8216.0,10270.0,9243.0,3.5631103068983885
2941133,Bente,3819222,De Baarsjes - Oud-West,52.3654651,4.873836916,Apartment,Entire home/apt,2,Real Bed,90,0,0,3,within an hour,1.0,15,93.0,9.0,10.0,9.0,9.0,10.0,9.0,1.0,1.0,1.0,2012-07-15,3966,45.0,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,1.5119883351597436
2944771,Angelique,3580146,Zuid,52.35453625,4.873621907,Apartment,Private room,2,Real Bed,125,1,0,2,within a few hours,1.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,2012-07-15,3966,62.5,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,2.422512441866069
2953285,Ellen,2195805,Centrum-Oost,52.3706307,4.906828933,Apartment,Entire home/apt,3,Real Bed,185,2,45,2,within a few hours,1.0,12,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,2.0,3.0,2012-07-16,3965,61.666666666666664,1.0,0.6666666666666666,0.3333333333333333,3.0,1.0,6847.0,8216.0,7531.5,1.033533638669277
2963123,Juul,598909,De Baarsjes - Oud-West,52.36945,4.870924905,Boat,Entire home/apt,4,Real Bed,275,4,40,3,within an hour,0.8,22,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,4.0,2012-07-17,3964,68.75,1.0,0.5,0.25,3.0,0.75,8216.0,10270.0,9243.0,1.504857751905535
2963123,Juul,3683224,De Baarsjes - Oud-West,52.37205103,4.873004171,Boat,Entire home/apt,4,Real Bed,175,4,0,3,within an hour,0.8,10,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,2.0,4.0,2012-07-17,3964,43.75,1.0,0.5,0.25,3.0,0.75,8216.0,10270.0,9243.0,1.312559120568372
2966215,Valentijn,599669,De Pijp - Rivierenbuurt,52.35666491,4.892414916,Apartment,Entire home/apt,4,Real Bed,200,2,0,2,within an hour,1.0,56,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0,1.0,2012-07-17,3964,50.0,0.25,0.25,0.25,2.0,0.5,8216.0,10270.0,9243.0,1.8288613245935441
2968982,Gerard,600294,De Baarsjes - Oud-West,52.3695208,4.863653196,Apartment,Entire home/apt,4,Real Bed,129,2,15,3,within a few hours,0.9,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,3.0,2012-07-17,3964,32.25,0.75,0.5,0.25,3.0,0.75,8216.0,10270.0,9243.0,1.984648392103334
2974208,Ben,600983,Oud-Oost,52.36570455,4.928760504,Bed & Breakfast,Private room,2,Real Bed,85,1,0,2,within a few hours,0.9,10,94.0,10.0,10.0,10.0,9.0,9.0,10.0,1.0,1.0,1.0,2012-07-18,3963,42.5,0.5,0.5,0.5,2.0,1.0,6847.0,8216.0,7531.5,2.622634915225276
2975301,Jasper,601182,Westerpark,52.39086332,4.883738734,Apartment,Entire home/apt,4,Real Bed,115,2,25,1,within an hour,1.0,19,90.0,8.0,9.0,10.0,10.0,8.0,8.0,1.0,1.0,3.0,2012-07-18,3963,28.75,0.75,0.25,0.25,2.0,0.5,6847.0,8216.0,7531.5,2.058862390805475
2978366,Frank & Jasmijn,602209,Centrum-Oost,52.36898954,4.923260878,Apartment,Entire home/apt,6,Real Bed,225,4,29,5,within a few hours,1.0,11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.5,2.0,2.0,2012-07-18,3963,37.5,0.3333333333333333,0.3333333333333333,0.25,3.5,0.5833333333333334,6847.0,8216.0,7531.5,2.1643982553241052
2980639,Katelijne,623652,Oud-Oost,52.35270508,4.909780214,House,Entire home/apt,7,Real Bed,200,4,50,2,within a day,0.81,7,97.0,10.0,10.0,9.0,9.0,9.0,9.0,1.0,3.0,5.0,2012-07-18,3963,28.571428571428573,0.7142857142857143,0.42857142857142855,0.14285714285714285,4.0,0.5714285714285714,8216.0,10270.0,9243.0,2.566032435954548
2986780,Carlijn,2353779,Centrum-West,52.38593995,4.884709175,Apartment,Entire home/apt,3,Pull-out Sofa,75,1,25,2,within a day,0.77,30,90.0,9.0,9.0,10.0,10.0,10.0,8.0,1.0,0.0,1.0,2012-07-19,3962,25.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,6847.0,8216.0,7531.5,1.5170857680692584
2989021,Esther,1165396,De Pijp - Rivierenbuurt,52.34832424,4.894673127,Apartment,Entire home/apt,2,Real Bed,85,1,0,2,within a few hours,1.0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,1.0,2012-07-19,3962,42.5,0.5,1.0,0.5,3.0,1.5,6847.0,8216.0,7531.5,2.7620461190928256
2989100,Paula,1614046,Centrum-West,52.37755334,4.878417484,Apartment,Entire home/apt,4,Real Bed,99,2,20,1,within a day,0.89,74,85.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,1.0,2.0,2012-07-19,3962,24.75,0.5,0.25,0.25,2.0,0.5,8216.0,10270.0,9243.0,1.0613995374457816
2997135,Elise,605137,Westerpark,52.37760078,4.874255471,Apartment,Entire home/apt,3,Real Bed,90,2,0,3,within a day,0.5,2,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1.0,1.0,2.0,2012-07-20,3961,30.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,8216.0,10270.0,9243.0,1.3207024295366694
3001178,Johan,3015665,Centrum-West,52.37598875,4.901727844,Apartment,Entire home/apt,2,Real Bed,120,1,0,3,within a day,0.86,8,90.0,10.0,9.0,10.0,10.0,9.0,9.0,1.5,1.0,1.0,2012-07-20,3961,60.0,0.5,0.5,0.75,2.5,1.25,8216.0,10270.0,9243.0,0.7241335209095495
3001888,Judith,4793686,Centrum-Oost,52.36339521,4.902965544,Apartment,Entire home/apt,4,Real Bed,145,2,15,2,within a day,0.9,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.0,2.0,2012-07-20,3961,36.25,0.5,0.5,0.25,3.0,0.75,10270.0,10270.0,10270.0,1.3053207149504387
3007402,Diewert,606871,Westerpark,52.37572028,4.870126544,Bed & Breakfast,Private room,2,Real Bed,100,1,0,2,within an hour,1.0,40,92.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,1.0,2.0,2012-07-21,3960,50.0,1.0,0.5,0.5,2.0,1.0,6847.0,8216.0,7531.5,1.5312961742706268
3009012,Myriam,1352944,Centrum-Oost,52.37086045,4.904832221,Apartment,Entire home/apt,2,Real Bed,100,1,0,1,within a day,1.0,22,97.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0,1.0,2012-07-21,3960,50.0,0.5,0.5,0.5,2.0,1.0,6847.0,8216.0,7531.5,0.8957116283359895
3010690,Mervyn & Christa,3978113,Zuid,52.35621444,4.853637995,Apartment,Entire home/apt,3,Real Bed,100,2,60,3,within a day,1.0,2,90.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,1.0,3.0,2012-07-21,3960,33.333333333333336,1.0,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,6847.0,8216.0,7531.5,3.2296117103114685
3015785,Gordon And Amy,627188,Centrum-West,52.38112585,4.887570494,Bed & Breakfast,Private room,2,Real Bed,65,1,0,2,within a few hours,1.0,22,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,2012-07-22,3959,32.5,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,0.9470858306242892
3015900,Patricia,1603953,Bos en Lommer,52.37822377,4.852814432,Apartment,Entire home/apt,2,Real Bed,95,1,0,1,within a day,0.5,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,2012-07-22,3959,47.5,0.5,0.5,0.5,2.0,1.0,6847.0,8216.0,7531.5,2.7421490334068275
3016801,Bas,608638,Westerpark,52.37357979,4.874775345,Apartment,Entire home/apt,2,Real Bed,99,1,0,1,within a few hours,0.9,21,91.0,9.0,8.0,10.0,10.0,9.0,9.0,1.0,1.0,1.0,2012-07-22,3959,49.5,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,1.187910365866848
3018316,Corina,2639773,Centrum-West,52.37061516,4.881080938,Villa,Private room,2,Real Bed,115,1,0,3,within a few hours,1.0,15,86.0,8.0,9.0,10.0,9.0,10.0,8.0,1.0,1.0,2.0,2012-07-22,3959,57.5,1.0,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,0.8061899698204702
3020043,Max,4872974,De Baarsjes - Oud-West,52.36176783,4.863720655,Chalet,Private room,2,Real Bed,85,1,0,1,within a few hours,0.97,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,2012-07-22,3959,42.5,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,2.313674739946627
3027162,Ralph,2082852,De Pijp - Rivierenbuurt,52.35029023,4.889891869,Apartment,Entire home/apt,4,Real Bed,83,1,30,2,within a few hours,0.93,11,95.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,3.0,2012-07-23,3958,20.75,0.75,0.25,0.25,2.0,0.5,8216.0,10270.0,9243.0,2.5430049865911806
3027162,Ralph,610537,Westerpark,52.39080111,4.885212601,Apartment,Entire home/apt,3,Real Bed,69,1,20,3,within a few hours,0.93,13,85.0,8.0,7.0,10.0,10.0,9.0,9.0,1.0,1.0,2.0,2012-07-23,3958,23.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,6847.0,8216.0,7531.5,2.026333350374243
3038108,Leen,644246,De Baarsjes - Oud-West,52.36797399,4.87571291,Apartment,Entire home/apt,3,Real Bed,139,2,20,3,within a few hours,1.0,13,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,2.0,2.0,2012-07-24,3957,46.333333333333336,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.0,1.0,8216.0,10270.0,9243.0,1.2594904707049608
3040855,Michael,613110,IJburg - Zeeburgereiland,52.36259145,4.978070477,House,Private room,4,Real Bed,50,1,20,1,within an hour,0.99,57,89.0,8.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,4.0,2012-07-24,3957,12.5,1.0,0.25,0.25,2.0,0.5,4793.0,5477.0,5135.0,5.964695533002598
3040855,Michael,666704,IJburg - Zeeburgereiland,52.36237921,4.975270168,House,Private room,4,Real Bed,45,1,20,1,within an hour,0.99,74,86.0,8.0,9.0,9.0,9.0,8.0,8.0,1.0,1.0,4.0,2012-07-24,3957,11.25,1.0,0.25,0.25,2.0,0.5,4793.0,5477.0,5135.0,5.782617634737717
3040855,Michael,668584,IJburg - Zeeburgereiland,52.36396446,4.978311852,House,Private room,4,Real Bed,50,2,15,1,within an hour,0.99,58,87.0,8.0,9.0,9.0,10.0,9.0,8.0,1.0,1.0,4.0,2012-07-24,3957,12.5,1.0,0.25,0.25,2.0,0.5,4793.0,5477.0,5135.0,5.952743950088026
3050099,Jan,615174,Centrum-West,52.37333124,4.892101188,Apartment,Entire home/apt,4,Real Bed,85,2,35,2,within a day,0.56,64,82.0,9.0,8.0,8.0,8.0,10.0,8.0,1.0,1.0,1.0,2012-07-25,3956,21.25,0.25,0.25,0.25,2.0,0.5,8216.0,10270.0,9243.0,0.026596568475816703
3051822,Reinier,1523283,Centrum-Oost,52.36772155,4.902781439,Apartment,Entire home/apt,2,Real Bed,109,1,0,2,within a day,0.71,20,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,1.0,1.0,2012-07-25,3956,54.5,0.5,0.5,0.5,2.0,1.0,6847.0,8216.0,7531.5,0.9367975793502806
3054367,Dorine,835627,Centrum-Oost,52.36676243,4.915036757,Apartment,Entire home/apt,6,Real Bed,200,5,0,4,within a few hours,0.96,5,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,3.0,6.0,2012-07-25,3956,33.333333333333336,1.0,0.5,0.16666666666666666,4.0,0.6666666666666666,8216.0,10270.0,9243.0,1.7078226125942457
3061043,Klaas & Wytske,738219,De Baarsjes - Oud-West,52.37448242,4.86468393,Apartment,Entire home/apt,2,Real Bed,80,0,0,4,within a few hours,1.0,8,97.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,1.0,1.0,2012-07-26,3955,40.0,0.5,0.5,0.5,2.0,1.0,6847.0,8216.0,7531.5,1.880272036590114
3062492,Ajdin,619694,Oostelijk Havengebied - Indische Buurt,52.36430416,4.938959935,Apartment,Entire home/apt,3,Real Bed,100,2,40,1,within an hour,1.0,11,96.0,9.0,10.0,9.0,10.0,9.0,9.0,1.0,1.0,1.0,2012-07-26,3955,33.333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,6847.0,8216.0,7531.5,3.3319257610425885
3071046,Cecile,2518607,De Pijp - Rivierenbuurt,52.34015795,4.903522813,Apartment,Entire home/apt,5,Real Bed,95,2,30,2,within a few hours,0.86,14,93.0,9.0,9.0,10.0,10.0,9.0,9.0,2.0,1.0,3.0,2012-07-27,3954,19.0,0.6,0.2,0.4,3.0,0.6,6847.0,8216.0,7531.5,3.7458931651187006
3071330,Angeline,2550571,Westerpark,52.37969808,4.878007726,Apartment,Entire home/apt,2,Real Bed,110,2,45,4,within a few hours,0.89,29,96.0,10.0,10.0,10.0,9.0,9.0,9.0,1.0,1.0,1.0,2012-07-27,3954,55.0,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,1.2137426949421968
3071827,Kickan & Rolf,907975,Oud-Oost,52.35764172,4.920358167,Apartment,Entire home/apt,2,Real Bed,85,1,0,4,within a few hours,1.0,5,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0,1.0,2012-07-27,3954,42.5,0.5,0.5,0.5,2.0,1.0,6847.0,8216.0,7531.5,2.576381619768656
3077377,Klazien,690723,De Pijp - Rivierenbuurt,52.35353579,4.890541111,Apartment,Entire home/apt,3,Real Bed,110,2,30,2,within a few hours,0.9,75,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,2.0,2.0,2012-07-27,3954,36.666666666666664,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.0,1.0,8216.0,10270.0,9243.0,2.1799236900622767
3077461,Luis,1357997,Centrum-Oost,52.36553111,4.900110546,Apartment,Entire home/apt,2,Real Bed,150,1,0,7,within an hour,0.99,2,100.0,10.0,9.0,9.0,10.0,10.0,10.0,1.5,1.0,1.0,2012-07-27,3954,75.0,0.5,0.5,0.75,2.5,1.25,10270.0,10270.0,10270.0,0.999821998031742
3078096,Assaf,621108,Centrum-West,52.372372,4.881867957,Apartment,Entire home/apt,2,Real Bed,100,1,0,4,within a day,0.75,6,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1.5,2.0,1.0,2012-07-27,3954,50.0,0.5,1.0,0.75,3.5,1.75,8216.0,10270.0,9243.0,0.7083232032140228
3078488,Carolina,634170,Westerpark,52.38430061,4.86767832,Apartment,Entire home/apt,4,Real Bed,99,2,20,2,within a few hours,0.93,39,98.0,9.0,10.0,10.0,10.0,9.0,10.0,1.0,1.0,4.0,2012-07-27,3954,24.75,1.0,0.25,0.25,2.0,0.5,6847.0,8216.0,7531.5,2.0836930770339572
3079884,Andre,1252179,Oostelijk Havengebied - Indische Buurt,52.3636472,4.935916866,Apartment,Entire home/apt,2,Real Bed,95,0,0,2,within a day,1.0,2,100.0,10.0,9.0,10.0,10.0,9.0,8.0,1.5,1.0,1.0,2012-07-28,3953,47.5,0.5,0.5,0.75,2.5,1.25,6847.0,8216.0,7531.5,3.158002581675036
3080576,Annet,4034978,De Baarsjes - Oud-West,52.36175753,4.875301618,Apartment,Entire home/apt,4,Real Bed,99,2,30,3,within an hour,1.0,4,100.0,9.0,8.0,10.0,9.0,10.0,10.0,1.0,2.0,2.0,2012-07-28,3953,24.75,0.5,0.5,0.25,3.0,0.75,8216.0,10270.0,9243.0,1.7081604839533817
3080576,Annet,1903880,Oud-Oost,52.36413241,4.925564685,Apartment,Entire home/apt,3,Real Bed,79,2,30,2,within an hour,1.0,11,89.0,9.0,8.0,10.0,10.0,9.0,9.0,1.0,1.0,1.0,2012-07-28,3953,26.333333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,6847.0,8216.0,7531.5,2.4819793376849897
3084447,Caroline & Siewerd,1137462,Zuid,52.35737423,4.851014,Apartment,Entire home/apt,4,Real Bed,159,2,35,4,within a day,0.93,19,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,2.0,2.0,2012-07-28,3953,39.75,0.5,0.5,0.25,3.0,0.75,6847.0,8216.0,7531.5,3.3064876040860924
3088829,Jan,622994,Westerpark,52.3799682,4.86886086,Apartment,Private room,2,Real Bed,84,2,0,2,within an hour,1.0,59,94.0,9.0,10.0,10.0,10.0,9.0,9.0,1.0,1.0,2.0,2012-07-29,3952,42.0,1.0,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,1.7636006816876513
3093854,Leonie,625383,Centrum-West,52.3723357,4.892266379,Apartment,Entire home/apt,2,Real Bed,125,1,0,2,within an hour,1.0,74,92.0,9.0,9.0,10.0,10.0,9.0,9.0,1.0,1.0,1.0,2012-07-29,3952,62.5,0.5,0.5,0.5,2.0,1.0,8216.0,10270.0,9243.0,0.08516711323870754
3098348,Hanneke,624485,Westerpark,52.38694146,4.878875425,Apartment,Entire home/apt,2,Real Bed,65,1,0,5,within an hour,1.0,30,92.0,9.0,8.0,10.0,10.0,9.0,9.0,1.0,1.0,1.0,2012-07-30,3951,32.5,0.5,0.5,0.5,2.0,1.0,6847.0,8216.0,7531.5,1.787591245258339
3098651,Heiko,837972,Zuid,52.34862764,4.870326557,Loft,Private room,2,Real Bed,52,1,32,2,within an hour,0.93,6,83.0,8.0,8.0,10.0,9.0,9.0,8.0,1.5,1.0,1.0,2012-07-30,3951,26.0,0.5,0.5,0.75,2.5,1.25,8216.0,10270.0,9243.0,3.104182286431658
