name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
washington DC,2013-01-01T00:00:00,3.9,1.5,-4,56.65,0,0,,0,0,,9.2,194,1016.4,94.6,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T01:00:00,3.1,0.3,-2.2,68,0,0,,0,0,,10.7,204,1016.1,94.1,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T02:00:00,4.1,1.4,-3.2,58.96,0,0,,0,0,,10.8,185,1015.9,84.2,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T03:00:00,4,2.9,-3.2,59.3,0,0,,0,0,,5.2,208,1015.8,97.8,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T04:00:00,3.8,1.1,-3,60.86,0,0,,0,0,,10.7,205,1015.7,97.8,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T05:00:00,4.1,4.1,-3.9,56.03,0,0,,0,0,,0.1,358,1015.4,99.5,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T06:00:00,4,4,-2.9,60.63,0,0,,0,0,,0,0,1015.5,96.6,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T07:00:00,3.9,3.9,-1.9,66.26,0,0,,0,0,,0.2,349,1015.8,96.8,16,4.9,0,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T08:00:00,3.8,2,-0.9,71.19,0,0,,0,0,,7.1,160,1015.6,99.5,16,47.7,0.2,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T09:00:00,4.9,4.9,-2.1,60.83,0,0,,0,0,,0,0,1015.3,94.1,16,106.3,0.4,1,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T10:00:00,6.6,6.6,-3.8,47.34,0,0,,0,0,,0,0,1015.8,99.3,16,143.3,0.5,1,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T11:00:00,6.7,5.4,-3.1,49.34,0,0,,0,0,,7.1,351,1015.8,98.6,16,180.4,0.6,2,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T12:00:00,6.8,4.6,-3,49.94,0,0,,0,0,,10.7,299,1015.3,96.8,16,165.9,0.6,2,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T13:00:00,7,4.9,-2.1,52.31,0,0,,0,0,,10.8,310,1014,96.8,16,128.1,0.5,1,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T14:00:00,7,4.9,-2.1,52.39,0,0,,0,0,,10.8,338,1013.2,94.6,16,93.3,0.3,1,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T15:00:00,7,4.6,-2.1,52.39,0,0,,0,0,,12.7,329,1013.9,97,16,53.6,0.2,1,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T16:00:00,7,5.2,-2.1,52.46,0,0,,0,0,,9.2,340,1013.9,96.8,16,10.7,0,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T17:00:00,6.8,5.4,-2.1,53.33,0,0,,0,0,,7.4,340,1014.8,97.8,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T18:00:00,6.9,4.5,-2.1,52.82,0,0,,0,0,,12.4,320,1014.9,96.1,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T19:00:00,6,2.3,-2.1,56.35,0,0,,0,0,,19.7,351,1015.3,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T20:00:00,5.8,2.3,-2.1,57.14,0,0,,0,0,,17.8,341,1015.7,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T21:00:00,5.8,1.8,-2.1,57.05,0,0,,0,0,,21.9,339,1015.9,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T22:00:00,5.7,2.2,-2.1,57.21,0,0,,0,0,,18,340,1016.5,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-01T23:00:00,5,1.3,-2.1,60.33,0,0,,0,0,,17.9,360,1016.6,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T00:00:00,4.1,2.1,-2.1,63.75,0,0,,0,0,,7.9,8,1016.6,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T01:00:00,4.1,0.5,-2.9,60.2,0,0,,0,0,,16.1,360,1016.5,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T02:00:00,3.8,0.2,-3.2,60.23,0,0,,0,0,,16,10,1017.1,99.3,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T03:00:00,3.1,0.5,-5,55.5,0,0,,0,0,,9.4,10,1017,98,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW"
washington DC,2013-01-02T04:00:00,3.1,0.6,-4.2,58.97,0,0,,0,0,,9.2,9,1017.1,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T05:00:00,2.8,0.2,-5,56.36,0,0,,0,0,,9.4,19,1017.1,96.8,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T06:00:00,2,-1.5,-5.8,56.15,0,0,,0,0,,12.8,19,1017.6,98,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T07:00:00,1.7,-2.2,-6.1,56.15,0,0,,0,0,,14.4,18,1018.3,97.8,16,8.6,0,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T08:00:00,1,-4.2,-6.8,55.88,0,0,,0,0,,21.7,9,1019.6,94.1,16,119.3,0.4,1,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T09:00:00,1.8,-2.7,-7.1,51.79,0,0,,0,0,,18.1,339,1020.1,95.1,16,284.5,1,3,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T10:00:00,2,-1.2,-7.9,47.89,0,0,,0,0,25.9,11.3,331,1021.1,94.1,16,414.6,1.5,4,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T11:00:00,2.8,-1.9,-7.1,48,0,0,,0,0,,21.8,358,1021.1,83.7,16,494.9,1.8,5,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T12:00:00,2,-2.1,-8.2,46.81,0,0,,0,0,29.5,16.4,320,1020,83.7,16,504.9,1.8,5,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T13:00:00,2.9,-1.1,-8.9,41.53,0,0,,0,0,31.3,16.7,340,1019.7,94.1,16,445.1,1.6,4,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T14:00:00,3.9,-0.6,-8.2,40.94,0,0,,0,0,31.3,22.3,348,1019.7,94.1,16,341.6,1.2,3,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T15:00:00,3.1,-1.8,-9,40.76,0,0,,0,0,,23.9,349,1020.1,94.1,16,198.6,0.7,2,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T16:00:00,2.1,-2.4,-9.2,43.11,0,0,,0,0,,18.4,348,1020.9,83.7,16,42.1,0.2,0,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T17:00:00,1.8,-2.4,-9.2,43.84,0,0,,0,0,,16.3,358,1021.5,94.1,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T18:00:00,1.7,-1.5,-10,41.51,0,0,,0,0,,10.9,338,1022.2,94.1,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T19:00:00,0.8,-2.5,-10,44.35,0,0,,0,0,,10.7,350,1022.8,83.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T20:00:00,0.8,-2.8,-11.7,38.59,0,0,,0,0,,12.2,341,1022.9,83.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T21:00:00,-0.2,-3.6,-10.9,44.23,0,0,,0,0,,10.5,341,1023.4,83.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T22:00:00,0.6,-1.7,-11.6,39.52,0,0,,0,0,,7.1,341,1023.8,84.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-02T23:00:00,-0.1,-2.7,-11.8,40.95,0,0,,0,0,,7.8,340,1024.4,85.4,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T00:00:00,-1,-4.7,-11,46.35,0,0,,0,0,,10.9,350,1024.2,84.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T01:00:00,-1.3,-4.5,-11,47.52,0,0,,0,0,,9.1,353,1023.7,95.8,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T02:00:00,-0.2,-3.7,-10.8,44.6,0,0,,0,0,,10.7,57,1023.7,97.8,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T03:00:00,-0.9,-4.6,-10.9,46.68,0,0,,0,0,,11.2,60,1024.3,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743"
washington DC,2013-01-03T04:00:00,-0.9,-4.1,-10,49.97,0,0,,0,0,,9.4,60,1023.9,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743"
washington DC,2013-01-03T05:00:00,-1.1,-5.3,-10,50.83,0,0,,0,0,,13,50,1023.6,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743"
washington DC,2013-01-03T06:00:00,-1.1,-4.4,-10,50.83,0,0,,0,0,,9.4,50,1023.9,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743"
washington DC,2013-01-03T07:00:00,-0.9,-3.6,-10.9,46.68,0,0,,0,0,,7.6,40,1024.4,88.9,16,8.9,0,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743"
washington DC,2013-01-03T08:00:00,-1.1,-3.9,-10,50.83,0,0,,0,0,,7.6,110,1024.6,100,16,68.4,0.2,1,,Overcast,cloudy,"KDCA,72405013743"
washington DC,2013-01-03T09:00:00,-0.9,-0.9,-9.9,50.68,0,0,,0,0,,0.2,352,1024.9,94.1,16,137.4,0.5,1,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T10:00:00,0,-1.7,-10,47.14,0,0,,0,0,,5.1,0,1025.2,94.1,16,205.2,0.7,2,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T11:00:00,0.8,-2.1,-9.2,47.24,0,0,,0,0,,9.2,180,1024.7,95.1,16,242.1,0.9,2,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T12:00:00,1.8,-1.4,-8.9,44.93,0,0,,0,0,,11,192,1023.9,84.7,16,275.1,1,3,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T13:00:00,2,-1.1,-8,47.4,0,0,,0,0,,11,184,1022.6,83.7,16,277.8,1,3,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T14:00:00,2.9,-1.1,-7.2,47.57,0,0,,0,0,,16.2,172,1021.8,83.7,16,231.3,0.8,2,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T15:00:00,3.1,-0.8,-6.9,47.78,0,0,,0,0,,16.2,183,1021.8,47.1,16,160.9,0.6,2,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T16:00:00,2.9,-1.1,-6.9,48.6,0,0,,0,0,,16.2,181,1021.7,47.1,16,39.4,0.1,0,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T17:00:00,2.8,-0.5,-7.9,45.08,0,0,,0,0,,12.7,219,1022.3,25.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T18:00:00,1.7,-1.1,-7.1,51.99,0,0,,0,0,,9.1,204,1022.6,25.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T19:00:00,0.6,-2.8,-6.2,60.3,0,0,,0,0,,10.9,203,1022.5,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T20:00:00,0.9,-1.5,-6.9,56,0,0,,0,0,,7.5,213,1022.6,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T21:00:00,0.6,-2.8,-6.9,57.31,0,0,,0,0,,10.9,222,1022.5,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T22:00:00,-1,-4.7,-6.9,64.26,0,0,,0,0,,10.9,222,1022.6,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-03T23:00:00,-0.1,-3.2,-6.2,63.93,0,0,,0,0,,9.1,196,1022.8,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T00:00:00,-0.3,-0.3,-5.2,69.51,0,0,,0,0,,0.3,349,1022.5,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T01:00:00,-1.1,-1.1,-6.2,68.49,0,0,,0,0,,0,0,1022.2,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T02:00:00,-1.1,-1.1,-5.1,74.07,0,0,,0,0,,0.4,356,1022.4,0,15.9,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T03:00:00,-2.1,-4.9,-6,74.74,0,0,,0,0,,7.4,222,1023,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T04:00:00,-1.3,-3.3,-6.2,69.4,0,0,,0,0,,5.6,230,1023,25.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T05:00:00,-1.1,-4.4,-6.9,64.81,0,0,,0,0,,9.2,253,1023.1,25.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T06:00:00,-0.2,-2.7,-7.1,59.47,0,0,,0,0,,7.5,283,1023.2,25.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T07:00:00,0.6,-1.2,-7.9,52.86,0,0,,0,0,,5.7,254,1023.6,25.7,16,18.7,0.1,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T08:00:00,0.6,-2.3,-7.2,56.01,0,0,,0,0,,9.1,242,1023.4,25.7,16,158.9,0.6,2,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T09:00:00,1.9,-1.3,-6.8,52.37,0,0,,0,0,,11,262,1023.5,25.7,16,316.4,1.1,3,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T10:00:00,3.8,0.1,-7.1,44.79,0,0,,0,0,,16.5,261,1023.5,25.7,16,437.3,1.6,4,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T11:00:00,5,0.4,-7.9,38.89,0,0,,0,0,37.1,25.8,261,1023.5,47.1,16,504.8,1.8,5,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T12:00:00,5.9,2.9,-7.1,38.66,0,0,,0,0,26.2,15,261,1022.5,47.1,16,512.5,1.8,5,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T13:00:00,6.7,3.6,-7.1,36.64,0,0,,0,0,,17,270,1021.3,25.7,16,459.1,1.7,5,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T14:00:00,7,4.3,-7.1,35.94,0,0,,0,0,,14.7,280,1020.4,25.7,16,350.4,1.3,4,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T15:00:00,7,3.2,-7.9,33.77,0,0,,0,0,,23.9,251,1020.2,0,16,199.3,0.7,2,,Clear,clear-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T16:00:00,7,4,-7.9,33.77,0,0,,0,0,,16.6,260,1020,47.1,16,42.6,0.2,0,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T17:00:00,6.7,3.7,-8.2,33.73,0,0,,0,0,,16.5,290,1020.2,85.2,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T18:00:00,6,2.3,-8.2,35.55,0,0,,0,0,36.8,20.3,291,1020.7,83.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T19:00:00,4.9,1.5,-8.2,38.11,0,0,,0,0,,16.6,319,1021.2,26.2,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T20:00:00,4.1,1.2,-8.2,40.49,0,0,,0,0,,11.5,272,1021.9,25.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T21:00:00,3.8,0.1,-8.9,38.93,0,0,,0,0,35.3,16.6,290,1021.9,25.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T22:00:00,2.8,0.6,-8.2,44.13,0,0,,0,0,,8.1,233,1022.1,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-04T23:00:00,3,-0.9,-8.2,43.63,0,0,,0,0,,16.4,282,1022.6,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T00:00:00,2.8,1.3,-8.2,44.43,0,0,,0,0,,5.7,262,1022.2,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T01:00:00,1.7,-0.6,-8,48.62,0,0,,0,0,,7.6,224,1021.7,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T02:00:00,1,-2.7,-8,51.28,0,0,,0,0,,12.4,214,1022.2,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T03:00:00,0.7,-2.7,-8,52.09,0,0,,0,0,,10.9,215,1023.5,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T04:00:00,1.8,-0.5,-8.9,45.06,0,0,,0,0,,7.6,259,1024.4,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T05:00:00,2.7,-0.7,-7.9,45.45,0,0,,0,0,,12.8,300,1024.9,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T06:00:00,2.7,-1.5,-7.9,45.46,0,0,,0,0,38.9,18.1,301,1026.1,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T07:00:00,1.8,-2.7,-7.1,51.48,0,0,,0,0,31.9,18.5,311,1026.8,0,16,19.2,0.1,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T08:00:00,1.8,-2.9,-7.1,51.48,0,0,,0,0,31.3,19.9,329,1027.4,0,16,159.1,0.6,2,,Clear,clear-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T09:00:00,3,0.5,-7,47.67,0,0,,0,0,,9.3,311,1028.5,25.7,16,316.4,1.1,3,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T10:00:00,4.1,1.7,-6.9,44.8,0,0,,0,0,,9.7,338,1029.3,25.7,16,437,1.6,4,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T11:00:00,5.7,3.6,-6.9,39.87,0,0,,0,0,25.9,9.6,319,1029.2,47.1,16,502.5,1.8,5,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T12:00:00,6.7,6.7,-6.9,37.21,0,0,,0,0,,0.9,354,1028.6,83.7,16,507.5,1.8,5,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T13:00:00,7,4.9,-6.9,36.51,0,0,,0,0,,11.2,337,1027.6,83.7,16,450.3,1.6,5,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T14:00:00,7.8,7.8,-6.9,34.54,0,0,,0,0,,0.7,354,1026.7,83.7,16,342.8,1.2,3,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T15:00:00,7,5.2,-6.9,36.51,0,0,,0,0,,9.5,21,1026.4,83.7,16,194,0.7,2,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T16:00:00,6.8,6,-5.9,39.88,0,0,,0,0,,5.2,69,1026.1,83.7,16,41.8,0.2,0,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T17:00:00,5.9,5.9,-5.9,42.32,0,0,,0,0,,0,0,1026,83.7,16,0,,0,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T18:00:00,4.8,4.8,-4.3,51.69,0,0,,0,0,,0.3,12,1025.8,84.2,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T19:00:00,3.9,2.8,-3.1,59.91,0,0,,0,0,,5.3,126,1025.5,86.4,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T20:00:00,4,2.8,-5,51.85,0,0,,0,0,,5.4,136,1024.9,84.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T21:00:00,3.7,0.9,-3,61.28,0,0,,0,0,,10.9,176,1024.9,99.3,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T22:00:00,3.1,1,-3,64.41,0,0,,0,0,,7.6,188,1024.2,97.8,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-05T23:00:00,3.9,0.2,-1.9,66.17,0,0,,0,0,,16.3,180,1024.3,95.6,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T00:00:00,4.1,0.7,-0.9,70.21,0.282,100,rain,0,0,,14.2,166,1022.8,95.6,16,0,,0,,"Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T01:00:00,4.1,-0.1,-0.9,70.21,0,0,,0,0,,20,178,1022.4,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T02:00:00,4.1,2.9,-1.1,69.09,0,0,,0,0,,5.4,184,1022.8,96.8,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T03:00:00,4.1,3,-1.1,69.19,0,0,,0,0,,5.1,322,1021.9,96.8,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T04:00:00,3.8,2.8,-0.9,71.4,0,0,,0,0,,5.1,141,1021.2,99.5,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T05:00:00,4,4,-1.1,69.47,0,0,,0,0,,0,0,1020.9,88.9,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T06:00:00,2.7,2.7,-1,76.92,0,0,,0,0,,0,0,1020.8,25.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T07:00:00,1.9,1.9,-1,81.37,0,0,,0,0,,0,0,1021.1,47.1,16,12.1,0,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T08:00:00,1.6,1.6,-1.2,81.68,0,0,,0,0,,0.2,0,1021.1,47.1,16,112.6,0.4,1,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T09:00:00,2.8,1.6,0,81.5,0,0,,0,0,,5.1,169,1021.3,47.1,16,287.5,1,3,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T10:00:00,5.1,5.1,-1.1,64.49,0,0,,0,0,,0.2,8,1021.4,85.2,16,425.3,1.5,4,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T11:00:00,6.1,3.9,-0.1,64.12,0,0,,0,0,,10.8,186,1021,47.1,16,494.6,1.8,5,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T12:00:00,8,6.1,-1.9,49.57,0,0,,0,0,,10.7,176,1019.7,47.1,16,500.8,1.8,5,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T13:00:00,9,6.9,-1.1,49.48,0,0,,0,0,,12.9,174,1018.3,47.1,16,439,1.6,4,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-06T14:00:00,10.1,10.1,-2.2,42.3,0,0,,0,0,,16.2,173,1017.5,83.7,16,336.6,1.2,3,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
