name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
washington DC,2013-01-23T20:00:00,-3.3,-6.9,-18,30.96,0,0,,0,0.06,,9,3,1022.5,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-23T21:00:00,-3.3,-6.9,-18.2,30.61,0,0,,0,0.06,,9.2,2,1022.5,96.1,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-23T22:00:00,-3.3,-7,-17.9,31.23,0,0,,0,0.07,,9.3,20,1022.6,99.5,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-23T23:00:00,-4,-7.2,-13.9,46.31,0,0,,0,0.07,,7.3,325,1022.3,99.5,14.1,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T00:00:00,-5.1,-9,-11,62.92,0,0,,0,0.08,,8.8,141,1021.7,100,8.3,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T01:00:00,-5.9,-9.4,-9.2,77.81,0,0,,0,0.08,,7.3,146,1020.8,100,2.2,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T02:00:00,-6.1,-10.3,-8.9,80.59,0.277,100,snow,0,0.09,,9.1,96,1020.2,100,3.1,0,,0,,"Snow, Overcast",snow,"KDCA,72405013743,72403793728,KADW,KDAA"
washington DC,2013-01-24T03:00:00,-6.2,-11.9,-9,80.49,0.282,100,snow,0,0.09,,14.6,59,1019.8,100,2.2,0,,0,,"Snow, Overcast",snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T04:00:00,-6.2,-11.9,-9.2,79.23,0,0,,0,0.1,,14.5,58,1019.8,100,6.1,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T05:00:00,-6.9,-13.2,-9.2,83.61,0,0,,0,0.1,,16,48,1020.3,100,8,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T06:00:00,-6.9,-13.9,-10,78.73,0,0,,0,0.11,,19.8,39,1021.3,100,6.2,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T07:00:00,-6.9,-15.3,-10,78.48,0.282,100,snow,0,0.11,37.1,28.6,38,1023,100,3.1,13,0,0,,"Snow, Overcast",snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T08:00:00,-7.2,-14.6,-11.1,73.45,0,0,,0,0.12,,21.8,30,1024.5,100,2.4,81.4,0.3,1,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T09:00:00,-6.9,-13.2,-11.1,71.89,0,0,,0.51,0.63,,16.3,9,1026.2,97,6.5,269,1,3,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T10:00:00,-6.9,-13.2,-11.9,67.44,0,0,,0,0.61,,16.5,349,1027.3,88.9,14.1,330.9,1.2,3,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T11:00:00,-4.3,-10.9,-11.1,58.85,0,0,,0,0.58,,21.8,349,1028,51.5,16,348.8,1.3,3,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T12:00:00,-3.3,-10.4,-12.9,47.22,0,0,,0,0.56,36.9,27.4,311,1028.4,48,16,382.3,1.4,4,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T13:00:00,-3,-10.3,-13,46.18,0,0,,0,0.54,47.8,29.5,319,1028.9,86.2,16,370.1,1.3,4,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T14:00:00,-2.2,-9.1,-14,40.04,0,0,,0,0.51,45,27.8,339,1028.8,85.2,16,289,1,3,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T15:00:00,-1.9,-9.3,-16.8,31.08,0,0,,0,0.49,49.5,33,340,1029.6,48.8,16,187.6,0.7,2,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T16:00:00,-2.2,-10.1,-17.9,28.86,0,0,,0,0.46,49.9,38,339,1030.7,25.7,16,60.1,0.2,1,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T17:00:00,-3,-9.4,-18.2,29.98,0,0,,0,0.44,46.5,22.5,320,1031.4,47.1,16,0.1,0,0,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T18:00:00,-3.3,-9.5,-18,31.18,0,0,,0,0.42,33.5,20.6,319,1032.4,25.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T19:00:00,-4,-9.6,-17.9,33.12,0,0,,0,0.39,,16.4,328,1033.2,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T20:00:00,-4,-9.3,-17.1,35.51,0,0,,0,0.37,,14.7,339,1033.8,25.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T21:00:00,-4.3,-9.6,-16.9,36.99,0,0,,0,0.34,,14.4,330,1033.6,0,16,0,,0,,Clear,clear-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T22:00:00,-5.1,-8.6,-16.8,39.42,0,0,,0,0.32,,7.7,254,1034,47.1,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-24T23:00:00,-5.2,-9.2,-17.1,38.76,0,0,,0,0.3,,9.2,300,1034,47.1,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T00:00:00,-6,-10.2,-17.9,38.62,0,0,,0,0.27,,9.2,291,1034.1,47.1,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T01:00:00,-6,-11.7,-18.1,37.85,0,0,,0,0.25,,14.5,321,1034,83.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T02:00:00,-6.2,-11,-18.9,35.84,0,0,,0,0.23,,11,319,1033.7,83.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T03:00:00,-7,-11.9,-18.1,40.73,0,0,,0,0.2,,10.8,339,1033.4,83.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T04:00:00,-7,-12.9,-17.9,41.49,0,0,,0,0.18,,14.4,340,1032.8,83.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T05:00:00,-7,-13.2,-18.1,40.74,0,0,,0,0.15,,16,340,1032.9,83.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T06:00:00,-6.9,-12.7,-18.1,40.43,0,0,,0,0.13,,14.3,331,1032.7,96.1,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T07:00:00,-6.9,-9.6,-17.8,41.39,0,0,,0,0.11,,5.3,330,1032.5,94.6,16,21.4,0.1,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T08:00:00,-7,-9.5,-17.9,41.42,0,0,,0,0.08,,5.1,0,1032.4,95.8,16,140.4,0.5,1,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T09:00:00,-5.9,-5.9,-18.1,37.51,0,0,,0.01,0.09,,0.2,353,1031.8,96.1,16,195.3,0.7,2,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T10:00:00,-5.1,-7.6,-18.1,35.17,0,0,,0.01,0.1,,5.5,149,1030.5,96.8,16,160.9,0.6,2,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T11:00:00,-4.3,-8.2,-18.2,33.04,0,0,,0.01,0.11,,9.3,197,1029.9,96.1,16,145.1,0.5,1,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T12:00:00,-4.2,-9.1,-17.1,36.1,0,0,,0.01,0.12,,12.6,170,1028.7,96.1,16,122.4,0.4,1,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T13:00:00,-4,-8.4,-17.9,33.17,0,0,,0.01,0.12,,11.1,189,1026.6,94.1,16,97.3,0.4,1,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T14:00:00,-4,-9.3,-16.8,36.24,0,0,,0.01,0.13,,14.7,169,1024.2,94.1,16,85.5,0.3,1,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T15:00:00,-5,-10.9,-11.1,62.44,0,0,,0.01,0.14,,16.6,188,1023.1,99,4.4,63.8,0.2,1,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T16:00:00,-5,-11.2,-11,63.25,0,0,,0.01,0.15,27.7,17.9,179,1023,100,16,20.5,0.1,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T17:00:00,-5.9,-11.5,-10,72.49,0,0,,0.01,0.16,,14.4,188,1022,100,5.4,0.1,0,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T18:00:00,-5.9,-11.1,-9,79.04,0.37,100,snow,0.01,0.17,,12.6,189,1020.9,89.6,8.3,0,,0,,"Snow, Partially cloudy",snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T19:00:00,-6,-10.6,-9,79.03,0.151,100,snow,0.01,0.18,,10.6,222,1020.6,100,16,0,,0,,"Snow, Overcast",snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T20:00:00,-5.9,-10,-8.9,79.16,0,0,,0.01,0.18,,9,215,1020.1,100,16,0,,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T21:00:00,-5.1,-9,-9,74.22,0,0,,0.01,0.19,,8.9,206,1019.6,100,16,0,,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T22:00:00,-4.3,-8.6,-9,69.85,0,0,,0.01,0.2,,10.8,223,1019.4,100,16,0,,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-25T23:00:00,-4.3,-6.6,-8.9,69.95,0,0,,0.01,0.21,,5.4,205,1019.3,100,16,0,,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T00:00:00,-4.3,-8.2,-8.2,74.22,0,0,,0.01,0.22,,9.3,224,1019.7,100,16,0,,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T01:00:00,-4,-7.2,-8.2,72.69,0,0,,0.01,0.23,,7.5,234,1019.9,100,16,0,,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T02:00:00,-4,-4,-8.2,72.8,0,0,,0.01,0.23,,0.3,356,1019.7,100,16,0,,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T03:00:00,-4,-6.3,-8.2,72.69,0,0,,0.01,0.24,,5.3,349,1020,100,16,0,,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T04:00:00,-4,-7.3,-8,73.94,0,0,,0.01,0.25,,7.6,340,1020.4,99,16,0,,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T05:00:00,-3.3,-3.3,-7.9,70.16,0,0,,0.01,0.26,,0.3,358,1021,100,14.1,0,,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T06:00:00,-3.3,-6.9,-7.9,70.16,0,0,,0.01,0.27,,9,332,1021.8,98.6,16,0,,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T07:00:00,-3.1,-6,-7.9,69.02,0,0,,0.01,0.28,,7.1,304,1022.7,96.1,14.1,36.4,0.1,0,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T08:00:00,-3,-6,-8.1,67.97,0,0,,0.01,0.28,,7.2,350,1023.1,100,16,187.5,0.7,2,,Overcast,snow,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T09:00:00,-2.2,-4.2,-8.2,63.53,0,0,,0,0.11,,5.3,9,1023.6,97.6,16,329.3,1.2,3,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T10:00:00,-1.9,-3.9,-7.1,67.21,0,0,,0,0.11,,5.5,37,1024.3,100,16,427.9,1.5,4,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T11:00:00,0,-1.9,-7.1,58.88,0,0,,0,0.1,,5.6,339,1025,99.5,16,467.4,1.7,5,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T12:00:00,0.7,-2.3,-7.1,55.88,0,0,,0,0.1,,9.5,339,1024.7,100,16,455.8,1.6,5,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T13:00:00,1,-3.1,-7.1,54.77,0,0,,0,0.09,,14.6,329,1023.7,95.1,16,311.4,1.1,3,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T14:00:00,1.8,-2.5,-7.9,48.65,0,0,,0,0.09,27.7,16.7,310,1023.6,88.9,16,238.5,0.9,2,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T15:00:00,1.8,-2.5,-7.1,51.63,0,0,,0,0.08,27.7,16.7,338,1024.3,99.5,16,159.3,0.6,2,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T16:00:00,1,-2.8,-7.1,54.61,0,0,,0,0.08,,13,320,1024.8,99.3,16,52.2,0.2,1,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T17:00:00,1,-2.8,-7.1,54.93,0,0,,0,0.07,,12.9,338,1025.5,99.8,16,0.2,0,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T18:00:00,0.7,-3.4,-6.8,57,0,0,,0,0.07,,14.6,340,1026.5,99,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T19:00:00,-0.1,-3.3,-6.8,60.51,0,0,,0,0.06,,9.6,339,1027.3,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T20:00:00,-0.1,-4.4,-6.1,63.95,0,0,,0,0.06,,14.3,340,1027.9,99.8,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T21:00:00,-0.9,-4.5,-6.1,68.13,0,0,,0,0.05,,10.5,351,1028.8,99.5,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T22:00:00,-0.1,-2.7,-6.1,63.76,0,0,,0,0.05,,7.7,320,1029.8,100,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-26T23:00:00,-1.2,-4.8,-6.8,65.5,0,0,,0,0.04,,10.5,341,1030.7,50,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T00:00:00,-2,-4.8,-6.9,69.15,0,0,,0,0.04,,7.3,343,1031.1,48.8,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T01:00:00,-2.2,-5.6,-6.9,70.49,0,0,,0,0.03,,8.8,341,1031.5,47.1,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T02:00:00,-2.1,-6.3,-6.9,69.34,0,0,,0,0.03,,12.2,332,1032.2,48,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T03:00:00,-2.1,-7.2,-8,64.23,0,0,,0,0.02,,15.8,340,1032.5,50.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T04:00:00,-2.3,-6.2,-7.9,65.2,0,0,,0,0.02,,10.7,340,1032.8,51.5,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T05:00:00,-1.9,-5.9,-8.2,62.43,0,0,,0,0.01,,10.9,340,1032.7,85.4,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T06:00:00,-2.2,-6.6,-8.2,63.35,0,0,,0,0.01,,12.7,340,1033.2,86.6,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T07:00:00,-1.9,-6.7,-8.9,58.92,0,0,,0,0,,14.4,331,1034.3,89.4,16,41.6,0.1,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T08:00:00,-2.2,-6.5,-9.1,59.3,0,0,,0,0,,12.2,351,1035,88.6,16,200.3,0.7,2,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T09:00:00,-1.2,-5.7,-8.9,55.89,0,0,,0,0,,14.1,331,1036.2,47.1,16,365.5,1.3,4,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T10:00:00,0.7,-1.1,-8.2,51.22,0,0,,0,0,,5.7,39,1036.6,47.1,16,495.6,1.8,5,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T11:00:00,0.8,-0.8,-8.2,51,0,0,,0,0,,5.3,97,1036.8,83.7,16,566,2,6,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T12:00:00,1.1,-0.5,-9,47.18,0,0,,0,0,,5.3,141,1036,83.7,16,564.3,2,6,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T13:00:00,1.8,-0.9,-8.2,47.2,0,0,,0,0,,9.2,127,1034.9,83.7,16,517.8,1.9,5,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T14:00:00,2.9,-0.1,-8.2,43.93,0,0,,0,0,,11.1,173,1034.2,83.7,16,405,1.5,4,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T15:00:00,3.1,-0.4,-8,43.82,0,0,,0,0,,14.5,181,1033.9,83.7,16,221.3,0.8,2,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T16:00:00,3.1,0.3,-7.2,46.64,0,0,,0,0,,10.5,169,1033.5,83.7,16,44.9,0.2,0,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T17:00:00,2,-1.1,-7.2,50.6,0,0,,0,0,,11,182,1033.6,83.7,16,0.2,0,0,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T18:00:00,1,-2.3,-6.9,55.53,0,0,,0,0,,10.8,194,1033.9,85.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T19:00:00,0.6,-2.2,-6.2,60.13,0,0,,0,0,,8.8,219,1034.3,48,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T20:00:00,0.6,-0.9,-5.2,65.3,0,0,,0,0,,5.1,209,1034,87.4,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T21:00:00,0.5,0.5,-6.2,60.55,0,0,,0,0,,0.2,6,1033.4,88.1,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T22:00:00,-1.1,-4.8,-6,69.25,0,0,,0,0,,11.1,188,1033.6,84.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-27T23:00:00,-0.1,-4,-6.7,61.19,0,0,,0,0,,12.4,197,1033.2,89.9,16,0,,0,,Partially cloudy,partly-cloudy-night,"72405013743,KDAA"
washington DC,2013-01-28T00:00:00,0.6,-3.1,-6.1,60.75,0,0,,0,0,,12.5,176,1033.5,99.5,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T01:00:00,0.7,-2.7,-5,65.71,0,0,,0,0,,11,178,1032.8,99.5,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T02:00:00,0.9,-2.8,-5,64.68,0,0,,0,0,,12.7,178,1032.2,94.6,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T03:00:00,1,-3.1,-4.2,68.23,0,0,,0,0,,14.5,189,1031.7,96.1,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T04:00:00,1,-2.4,-4,69.17,0,0,,0,0,,11.1,189,1031,94.1,16,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T05:00:00,1,-3.1,-4,69.47,0,0,,0,0,,14.5,189,1030.1,95.1,14.1,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T06:00:00,1,-3.4,-3,74.86,0.288,100,"rain,snow",0,0,,16.3,200,1029.9,99.8,11.3,0,,0,,"Snow, Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T07:00:00,1,-4,-2.1,79.94,0.48,100,"rain,snow",0,0,,20.1,189,1029.9,100,10.2,6.1,0,0,,"Snow, Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T08:00:00,1,-4,-1.1,86.04,0.763,100,"rain,snow",0,0,,20.3,189,1029.4,100,6.2,33.6,0.1,0,,"Snow, Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T09:00:00,1,-3.4,-1.1,85.9,0.48,100,"rain,snow",0,0,,16.3,200,1029,100,5.1,79.4,0.3,1,,"Snow, Rain, Overcast",rain,"KDCA,72405013743,KADW"
washington DC,2013-01-28T10:00:00,1.8,-3.4,-0.8,83.02,0.808,100,"rain,snow",0,0,31.3,23.3,199,1028.1,100,5.2,150.3,0.5,2,,"Snow, Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T11:00:00,1.8,-3.1,0,88.06,0.471,100,"rain,snow",0,0,,20.4,190,1027.1,100,6.2,263.1,0.9,3,,"Snow, Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T12:00:00,2,-2.5,0.8,91.63,0.012,100,rain,0,0,35.3,18.6,200,1025.8,100,6.3,383.4,1.4,4,,"Rain, Overcast",rain,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T13:00:00,3.1,-0.6,1.1,86.41,0,0,,0,0,,15.1,220,1023.9,100,6.3,449.3,1.6,4,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T14:00:00,4.1,0.4,1.8,85.05,0,0,,0,0,,16.5,210,1022.2,100,6.4,393.4,1.4,4,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T15:00:00,5.8,1.9,2.9,81.89,0,0,,0,0,,21.6,209,1020.9,99.8,8.4,242.8,0.9,2,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T16:00:00,6.8,4.3,2.9,76.44,0,0,,0,0,,12.6,222,1020.5,88.1,10.4,71.5,0.3,1,,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T17:00:00,6.8,4.6,3,76.66,0,0,,0,0,,10.9,213,1020.2,97.8,10.4,0.3,0,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T18:00:00,5.8,4.2,3,82.01,0,0,,0,0,,7.6,194,1019.9,99.8,11.2,0,,0,,Overcast,cloudy,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T19:00:00,6.1,3.7,3.2,81.82,0,0,,0,0,,11.1,194,1019.5,88.6,11.3,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T20:00:00,6.8,5.9,3.2,77.85,0,0,,0,0,,5.7,194,1019.1,49,13.2,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T21:00:00,5.1,1.9,2.1,81.32,0,0,,0,0,,14.5,194,1018.4,25.7,13,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T22:00:00,6.8,4.3,3.2,77.53,0,0,,0,0,,12.9,194,1018.5,89.6,15.9,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-28T23:00:00,6.8,4.6,3.2,77.65,0,0,,0,0,,11.3,204,1018.3,52.7,15.9,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-29T00:00:00,7.1,4.4,4,80.7,0,0,,0,0,,14.6,195,1018.4,89.6,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-29T01:00:00,6.9,4.4,4,81.93,0,0,,0,0,,12.9,195,1018,28.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-29T02:00:00,5.9,3.5,4,87.77,0,0,,0,0,,11,204,1018.2,26.2,14.1,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-29T03:00:00,5.9,3.2,4,87.76,0,0,,0,0,,12.8,195,1018.2,31.1,13,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-29T04:00:00,6.1,4.1,4.2,87.66,0,0,,0,0,,9.4,214,1018.3,31.6,13,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
washington DC,2013-01-29T05:00:00,6.8,6.8,4.2,83.53,0,0,,0,0,,0.4,351,1018.5,88.6,13,0,,0,,Partially cloudy,partly-cloudy-night,"KDCA,72405013743,KADW,KDAA"
